customer_id,bill_date,payment_date,amount,category,days_past_due
CUSR-102023,2026-01-20,2026-01-21,2881,Electricity,1
CUSR-102023,2025-12-21,2025-12-22,1891,Electricity,1
CUSR-102023,2025-11-21,2025-11-25,2654,Electricity,4
CUSR-102024,2026-01-20,2026-01-21,2503,Electricity,1
CUSR-102024,2025-12-21,2025-12-23,1499,Electricity,2
CUSR-102024,2025-11-21,2025-11-25,1171,Electricity,4
CUSR-102025,2026-01-20,2026-01-23,1138,Electricity,3
CUSR-102025,2025-12-21,2025-12-23,1483,Electricity,2
CUSR-102025,2025-11-21,2025-11-21,2654,Electricity,0
CUSR-102026,2026-01-20,2026-01-24,2316,Electricity,4
CUSR-102026,2025-12-21,2025-12-24,999,Electricity,3
CUSR-102026,2025-11-21,2025-11-25,1901,Electricity,4
CUSR-102027,2026-01-20,2026-01-24,839,Electricity,4
CUSR-102027,2025-12-21,2025-12-22,1092,Electricity,1
CUSR-102027,2025-11-21,2025-11-23,2065,Electricity,2
CUSR-102028,2026-01-20,2026-01-24,1011,Electricity,4
CUSR-102028,2025-12-21,2025-12-21,2921,Electricity,0
CUSR-102028,2025-11-21,2025-11-22,1779,Electricity,1
CUSR-102029,2026-01-20,2026-02-01,1145,Electricity,12
CUSR-102029,2025-12-21,2025-12-27,1593,Electricity,6
CUSR-102029,2025-11-21,2025-11-30,2851,Electricity,9
CUSR-102030,2026-01-20,2026-01-21,2596,Electricity,1
CUSR-102030,2025-12-21,2025-12-23,2639,Electricity,2
CUSR-102030,2025-11-21,2025-11-24,1064,Electricity,3
CUSR-102031,2026-01-20,2026-01-20,2953,Electricity,0
CUSR-102031,2025-12-21,2025-12-23,2764,Electricity,2
CUSR-102031,2025-11-21,2025-11-21,2920,Electricity,0
CUSR-102032,2026-01-20,2026-01-21,2165,Electricity,1
CUSR-102032,2025-12-21,2025-12-24,2210,Electricity,3
CUSR-102032,2025-11-21,2025-11-24,974,Electricity,3
CUSR-102033,2026-01-20,2026-01-22,1894,Electricity,2
CUSR-102033,2025-12-21,2025-12-23,923,Electricity,2
CUSR-102033,2025-11-21,2025-11-22,2707,Electricity,1
CUSR-102034,2026-01-20,2026-01-22,855,Electricity,2
CUSR-102034,2025-12-21,2025-12-24,1551,Electricity,3
CUSR-102034,2025-11-21,2025-11-21,992,Electricity,0
CUSR-102035,2026-01-20,2026-01-22,1397,Electricity,2
CUSR-102035,2025-12-21,2025-12-25,1333,Electricity,4
CUSR-102035,2025-11-21,2025-11-24,970,Electricity,3
CUSR-102036,2026-01-20,2026-01-23,2389,Electricity,3
CUSR-102036,2025-12-21,2025-12-21,1490,Electricity,0
CUSR-102036,2025-11-21,2025-11-22,2959,Electricity,1
CUSR-102037,2026-01-20,2026-02-05,979,Electricity,16
CUSR-102037,2025-12-21,2026-01-03,1256,Electricity,13
CUSR-102037,2025-11-21,2025-11-30,1627,Electricity,9
CUSR-102038,2026-01-20,2026-01-24,1449,Electricity,4
CUSR-102038,2025-12-21,2025-12-25,1225,Electricity,4
CUSR-102038,2025-11-21,2025-11-23,1016,Electricity,2
CUSR-102039,2026-01-20,2026-01-24,2469,Electricity,4
CUSR-102039,2025-12-21,2025-12-25,2322,Electricity,4
CUSR-102039,2025-11-21,2025-11-24,2087,Electricity,3
CUSR-102040,2026-01-20,2026-01-20,1139,Electricity,0
CUSR-102040,2025-12-21,2025-12-25,1518,Electricity,4
CUSR-102040,2025-11-21,2025-11-21,2576,Electricity,0
CUSR-102041,2026-01-20,2026-01-29,1262,Electricity,9
CUSR-102041,2025-12-21,2026-01-03,1677,Electricity,13
CUSR-102041,2025-11-21,2025-11-26,2374,Electricity,5
CUSR-102042,2026-01-20,2026-01-22,1517,Electricity,2
CUSR-102042,2025-12-21,2025-12-21,955,Electricity,0
CUSR-102042,2025-11-21,2025-11-24,2529,Electricity,3
CUSR-102043,2026-01-20,2026-01-22,2801,Electricity,2
CUSR-102043,2025-12-21,2025-12-25,892,Electricity,4
CUSR-102043,2025-11-21,2025-11-23,2003,Electricity,2
CUSR-102044,2026-01-20,2026-01-23,1749,Electricity,3
CUSR-102044,2025-12-21,2025-12-25,1017,Electricity,4
CUSR-102044,2025-11-21,2025-11-23,1513,Electricity,2
CUSR-102045,2026-01-20,2026-01-28,2561,Electricity,8
CUSR-102045,2025-12-21,2026-01-05,2100,Electricity,15
CUSR-102045,2025-11-21,2025-11-27,2727,Electricity,6
CUSR-102046,2026-01-20,2026-01-24,951,Electricity,4
CUSR-102046,2025-12-21,2025-12-23,1362,Electricity,2
CUSR-102046,2025-11-21,2025-11-24,1776,Electricity,3
CUSR-102047,2026-01-20,2026-01-22,2736,Electricity,2
CUSR-102047,2025-12-21,2025-12-25,920,Electricity,4
CUSR-102047,2025-11-21,2025-11-23,2665,Electricity,2
CUSR-102048,2026-01-20,2026-01-22,1714,Electricity,2
CUSR-102048,2025-12-21,2025-12-21,1871,Electricity,0
CUSR-102048,2025-11-21,2025-11-22,2247,Electricity,1
CUSR-102049,2026-01-20,2026-01-20,2131,Electricity,0
CUSR-102049,2025-12-21,2025-12-24,2356,Electricity,3
CUSR-102049,2025-11-21,2025-11-21,2152,Electricity,0
CUSR-102050,2026-01-20,2026-01-22,2892,Electricity,2
CUSR-102050,2025-12-21,2025-12-22,1136,Electricity,1
CUSR-102050,2025-11-21,2025-11-22,1772,Electricity,1
CUSR-102051,2026-01-20,2026-01-21,1969,Electricity,1
CUSR-102051,2025-12-21,2025-12-23,852,Electricity,2
CUSR-102051,2025-11-21,2025-11-24,1404,Electricity,3
CUSR-102052,2026-01-20,2026-01-20,1077,Electricity,0
CUSR-102052,2025-12-21,2025-12-25,2521,Electricity,4
CUSR-102052,2025-11-21,2025-11-23,2552,Electricity,2
CUSR-102053,2026-01-20,2026-02-05,1472,Electricity,16
CUSR-102053,2025-12-21,2025-12-31,2432,Electricity,10
CUSR-102053,2025-11-21,2025-12-08,2695,Electricity,17
CUSR-102054,2026-01-20,2026-01-20,2162,Electricity,0
CUSR-102054,2025-12-21,2025-12-22,1151,Electricity,1
CUSR-102054,2025-11-21,2025-11-22,2984,Electricity,1
CUSR-102055,2026-01-20,2026-01-24,1563,Electricity,4
CUSR-102055,2025-12-21,2025-12-23,2418,Electricity,2
CUSR-102055,2025-11-21,2025-11-24,926,Electricity,3
CUSR-102056,2026-01-20,2026-01-20,2572,Electricity,0
CUSR-102056,2025-12-21,2025-12-25,1096,Electricity,4
CUSR-102056,2025-11-21,2025-11-24,2196,Electricity,3
CUSR-102057,2026-01-20,2026-01-20,2449,Electricity,0
CUSR-102057,2025-12-21,2025-12-23,1921,Electricity,2
CUSR-102057,2025-11-21,2025-11-21,2125,Electricity,0
CUSR-102058,2026-01-20,2026-01-20,2149,Electricity,0
CUSR-102058,2025-12-21,2025-12-24,1367,Electricity,3
CUSR-102058,2025-11-21,2025-11-24,2150,Electricity,3
CUSR-102059,2026-01-20,2026-01-20,2900,Electricity,0
CUSR-102059,2025-12-21,2025-12-23,2172,Electricity,2
CUSR-102059,2025-11-21,2025-11-25,2442,Electricity,4
CUSR-102060,2026-01-20,2026-01-20,2662,Electricity,0
CUSR-102060,2025-12-21,2025-12-21,2913,Electricity,0
CUSR-102060,2025-11-21,2025-11-22,2778,Electricity,1
CUSR-102061,2026-01-20,2026-01-22,2266,Electricity,2
CUSR-102061,2025-12-21,2025-12-23,1370,Electricity,2
CUSR-102061,2025-11-21,2025-11-21,1013,Electricity,0
CUSR-102062,2026-01-20,2026-01-21,1439,Electricity,1
CUSR-102062,2025-12-21,2025-12-22,2145,Electricity,1
CUSR-102062,2025-11-21,2025-11-21,2487,Electricity,0
CUSR-102063,2026-01-20,2026-01-21,1881,Electricity,1
CUSR-102063,2025-12-21,2025-12-22,1114,Electricity,1
CUSR-102063,2025-11-21,2025-11-21,1314,Electricity,0
CUSR-102064,2026-01-20,2026-01-30,1968,Electricity,10
CUSR-102064,2025-12-21,2026-01-01,1499,Electricity,11
CUSR-102064,2025-11-21,2025-12-04,1645,Electricity,13
CUSR-102065,2026-01-20,2026-01-24,2694,Electricity,4
CUSR-102065,2025-12-21,2025-12-23,1975,Electricity,2
CUSR-102065,2025-11-21,2025-11-24,1967,Electricity,3
CUSR-102066,2026-01-20,2026-01-21,1743,Electricity,1
CUSR-102066,2025-12-21,2025-12-21,1783,Electricity,0
CUSR-102066,2025-11-21,2025-11-24,1647,Electricity,3
CUSR-102067,2026-01-20,2026-01-24,1174,Electricity,4
CUSR-102067,2025-12-21,2025-12-21,2559,Electricity,0
CUSR-102067,2025-11-21,2025-11-23,1582,Electricity,2
CUSR-102068,2026-01-20,2026-01-24,1883,Electricity,4
CUSR-102068,2025-12-21,2025-12-24,2875,Electricity,3
CUSR-102068,2025-11-21,2025-11-23,1063,Electricity,2
CUSR-102069,2026-01-20,2026-01-24,910,Electricity,4
CUSR-102069,2025-12-21,2025-12-24,1474,Electricity,3
CUSR-102069,2025-11-21,2025-11-21,1618,Electricity,0
CUSR-102070,2026-01-20,2026-01-28,2190,Electricity,8
CUSR-102070,2025-12-21,2026-01-07,2819,Electricity,17
CUSR-102070,2025-11-21,2025-12-07,1358,Electricity,16
CUSR-102071,2026-01-20,2026-01-20,901,Electricity,0
CUSR-102071,2025-12-21,2025-12-23,2151,Electricity,2
CUSR-102071,2025-11-21,2025-11-25,1762,Electricity,4
CUSR-102072,2026-01-20,2026-01-20,2065,Electricity,0
CUSR-102072,2025-12-21,2025-12-25,2122,Electricity,4
CUSR-102072,2025-11-21,2025-11-24,2519,Electricity,3
CUSR-102073,2026-01-20,2026-01-23,802,Electricity,3
CUSR-102073,2025-12-21,2025-12-21,2403,Electricity,0
CUSR-102073,2025-11-21,2025-11-23,1427,Electricity,2
CUSR-102074,2026-01-20,2026-01-21,1128,Electricity,1
CUSR-102074,2025-12-21,2025-12-22,1256,Electricity,1
CUSR-102074,2025-11-21,2025-11-25,2277,Electricity,4
CUSR-102075,2026-01-20,2026-01-23,2124,Electricity,3
CUSR-102075,2025-12-21,2025-12-21,1929,Electricity,0
CUSR-102075,2025-11-21,2025-11-21,1777,Electricity,0
CUSR-102076,2026-01-20,2026-01-22,1479,Electricity,2
CUSR-102076,2025-12-21,2025-12-23,2695,Electricity,2
CUSR-102076,2025-11-21,2025-11-24,2865,Electricity,3
CUSR-102077,2026-01-20,2026-01-23,2939,Electricity,3
CUSR-102077,2025-12-21,2025-12-23,2787,Electricity,2
CUSR-102077,2025-11-21,2025-11-21,927,Electricity,0
CUSR-102078,2026-01-20,2026-01-23,2611,Electricity,3
CUSR-102078,2025-12-21,2025-12-22,2250,Electricity,1
CUSR-102078,2025-11-21,2025-11-25,2904,Electricity,4
CUSR-102079,2026-01-20,2026-01-20,917,Electricity,0
CUSR-102079,2025-12-21,2025-12-22,1168,Electricity,1
CUSR-102079,2025-11-21,2025-11-24,2205,Electricity,3
CUSR-102080,2026-01-20,2026-02-07,1030,Electricity,18
CUSR-102080,2025-12-21,2026-01-06,1296,Electricity,16
CUSR-102080,2025-11-21,2025-12-10,1973,Electricity,19
CUSR-102081,2026-01-20,2026-01-24,2360,Electricity,4
CUSR-102081,2025-12-21,2025-12-25,2347,Electricity,4
CUSR-102081,2025-11-21,2025-11-21,893,Electricity,0
CUSR-102082,2026-01-20,2026-01-24,2910,Electricity,4
CUSR-102082,2025-12-21,2025-12-23,1657,Electricity,2
CUSR-102082,2025-11-21,2025-11-23,2710,Electricity,2
CUSR-102083,2026-01-20,2026-01-23,2553,Electricity,3
CUSR-102083,2025-12-21,2025-12-23,1797,Electricity,2
CUSR-102083,2025-11-21,2025-11-24,1262,Electricity,3
CUSR-102084,2026-01-20,2026-02-02,1871,Electricity,13
CUSR-102084,2025-12-21,2025-12-26,1242,Electricity,5
CUSR-102084,2025-11-21,2025-12-03,812,Electricity,12
CUSR-102085,2026-01-20,2026-01-20,1708,Electricity,0
CUSR-102085,2025-12-21,2025-12-22,2494,Electricity,1
CUSR-102085,2025-11-21,2025-11-23,1404,Electricity,2
CUSR-102086,2026-01-20,2026-01-23,2912,Electricity,3
CUSR-102086,2025-12-21,2025-12-25,1815,Electricity,4
CUSR-102086,2025-11-21,2025-11-21,1863,Electricity,0
CUSR-102087,2026-01-20,2026-01-23,2962,Electricity,3
CUSR-102087,2025-12-21,2025-12-24,2373,Electricity,3
CUSR-102087,2025-11-21,2025-11-25,2439,Electricity,4
CUSR-102088,2026-01-20,2026-01-22,1465,Electricity,2
CUSR-102088,2025-12-21,2025-12-25,1906,Electricity,4
CUSR-102088,2025-11-21,2025-11-23,2404,Electricity,2
CUSR-102089,2026-01-20,2026-01-21,1200,Electricity,1
CUSR-102089,2025-12-21,2025-12-22,1017,Electricity,1
CUSR-102089,2025-11-21,2025-11-21,1719,Electricity,0
CUSR-102090,2026-01-20,2026-01-24,2415,Electricity,4
CUSR-102090,2025-12-21,2025-12-23,1966,Electricity,2
CUSR-102090,2025-11-21,2025-11-23,1502,Electricity,2
CUSR-102091,2026-01-20,2026-01-21,1341,Electricity,1
CUSR-102091,2025-12-21,2025-12-25,1204,Electricity,4
CUSR-102091,2025-11-21,2025-11-25,1194,Electricity,4
CUSR-102092,2026-01-20,2026-01-23,1557,Electricity,3
CUSR-102092,2025-12-21,2025-12-22,2475,Electricity,1
CUSR-102092,2025-11-21,2025-11-24,2882,Electricity,3
CUSR-102093,2026-01-20,2026-01-21,2456,Electricity,1
CUSR-102093,2025-12-21,2025-12-23,2861,Electricity,2
CUSR-102093,2025-11-21,2025-11-25,953,Electricity,4
CUSR-102094,2026-01-20,2026-01-21,2281,Electricity,1
CUSR-102094,2025-12-21,2025-12-21,2328,Electricity,0
CUSR-102094,2025-11-21,2025-11-24,2820,Electricity,3
CUSR-102095,2026-01-20,2026-01-23,1624,Electricity,3
CUSR-102095,2025-12-21,2025-12-21,2655,Electricity,0
CUSR-102095,2025-11-21,2025-11-25,2865,Electricity,4
CUSR-102096,2026-01-20,2026-01-23,2428,Electricity,3
CUSR-102096,2025-12-21,2025-12-21,2501,Electricity,0
CUSR-102096,2025-11-21,2025-11-24,1854,Electricity,3
CUSR-102097,2026-01-20,2026-01-20,1318,Electricity,0
CUSR-102097,2025-12-21,2025-12-23,932,Electricity,2
CUSR-102097,2025-11-21,2025-11-24,2069,Electricity,3
CUSR-102098,2026-01-20,2026-01-27,2895,Electricity,7
CUSR-102098,2025-12-21,2025-12-27,1430,Electricity,6
CUSR-102098,2025-11-21,2025-12-02,1682,Electricity,11
CUSR-102099,2026-01-20,2026-02-05,1794,Electricity,16
CUSR-102099,2025-12-21,2025-12-30,2959,Electricity,9
CUSR-102099,2025-11-21,2025-12-08,1503,Electricity,17
CUSR-102100,2026-01-20,2026-01-23,1644,Electricity,3
CUSR-102100,2025-12-21,2025-12-25,1194,Electricity,4
CUSR-102100,2025-11-21,2025-11-25,2928,Electricity,4
CUSR-102101,2026-01-20,2026-01-24,2744,Electricity,4
CUSR-102101,2025-12-21,2025-12-22,1833,Electricity,1
CUSR-102101,2025-11-21,2025-11-25,2388,Electricity,4
CUSR-102102,2026-01-20,2026-01-20,1939,Electricity,0
CUSR-102102,2025-12-21,2025-12-22,2681,Electricity,1
CUSR-102102,2025-11-21,2025-11-25,1591,Electricity,4
CUSR-102103,2026-01-20,2026-02-07,975,Electricity,18
CUSR-102103,2025-12-21,2025-12-27,1923,Electricity,6
CUSR-102103,2025-11-21,2025-12-02,1352,Electricity,11
CUSR-102104,2026-01-20,2026-01-29,2561,Electricity,9
CUSR-102104,2025-12-21,2026-01-03,2407,Electricity,13
CUSR-102104,2025-11-21,2025-12-01,2412,Electricity,10
CUSR-102105,2026-01-20,2026-02-04,934,Electricity,15
CUSR-102105,2025-12-21,2026-01-04,2707,Electricity,14
CUSR-102105,2025-11-21,2025-12-08,1027,Electricity,17
CUSR-102106,2026-01-20,2026-01-24,1085,Electricity,4
CUSR-102106,2025-12-21,2025-12-21,2156,Electricity,0
CUSR-102106,2025-11-21,2025-11-23,1339,Electricity,2
CUSR-102107,2026-01-20,2026-01-24,2002,Electricity,4
CUSR-102107,2025-12-21,2025-12-23,2328,Electricity,2
CUSR-102107,2025-11-21,2025-11-25,1196,Electricity,4
CUSR-102108,2026-01-20,2026-01-22,981,Electricity,2
CUSR-102108,2025-12-21,2025-12-21,877,Electricity,0
CUSR-102108,2025-11-21,2025-11-21,1766,Electricity,0
CUSR-102109,2026-01-20,2026-01-22,2175,Electricity,2
CUSR-102109,2025-12-21,2025-12-23,2581,Electricity,2
CUSR-102109,2025-11-21,2025-11-21,2108,Electricity,0
CUSR-102110,2026-01-20,2026-02-05,2305,Electricity,16
CUSR-102110,2025-12-21,2026-01-08,2542,Electricity,18
CUSR-102110,2025-11-21,2025-12-10,1850,Electricity,19
CUSR-102111,2026-01-20,2026-01-21,2835,Electricity,1
CUSR-102111,2025-12-21,2025-12-24,2981,Electricity,3
CUSR-102111,2025-11-21,2025-11-25,2567,Electricity,4
CUSR-102112,2026-01-20,2026-01-23,1850,Electricity,3
CUSR-102112,2025-12-21,2025-12-25,1117,Electricity,4
CUSR-102112,2025-11-21,2025-11-23,1980,Electricity,2
CUSR-102113,2026-01-20,2026-01-23,2708,Electricity,3
CUSR-102113,2025-12-21,2025-12-23,971,Electricity,2
CUSR-102113,2025-11-21,2025-11-22,1465,Electricity,1
CUSR-102114,2026-01-20,2026-01-24,2222,Electricity,4
CUSR-102114,2025-12-21,2025-12-21,2934,Electricity,0
CUSR-102114,2025-11-21,2025-11-23,2903,Electricity,2
CUSR-102115,2026-01-20,2026-01-30,1963,Electricity,10
CUSR-102115,2025-12-21,2025-12-30,917,Electricity,9
CUSR-102115,2025-11-21,2025-12-06,1627,Electricity,15
CUSR-102116,2026-01-20,2026-01-21,2939,Electricity,1
CUSR-102116,2025-12-21,2025-12-24,2485,Electricity,3
CUSR-102116,2025-11-21,2025-11-23,2885,Electricity,2
CUSR-102117,2026-01-20,2026-01-20,1941,Electricity,0
CUSR-102117,2025-12-21,2025-12-22,1179,Electricity,1
CUSR-102117,2025-11-21,2025-11-23,2868,Electricity,2
CUSR-102118,2026-01-20,2026-01-20,917,Electricity,0
CUSR-102118,2025-12-21,2025-12-25,1129,Electricity,4
CUSR-102118,2025-11-21,2025-11-23,2153,Electricity,2
CUSR-102119,2026-01-20,2026-01-23,2176,Electricity,3
CUSR-102119,2025-12-21,2025-12-24,932,Electricity,3
CUSR-102119,2025-11-21,2025-11-22,2524,Electricity,1
CUSR-102120,2026-01-20,2026-01-20,2602,Electricity,0
CUSR-102120,2025-12-21,2025-12-22,2817,Electricity,1
CUSR-102120,2025-11-21,2025-11-22,1825,Electricity,1
CUSR-102121,2026-01-20,2026-01-24,2423,Electricity,4
CUSR-102121,2025-12-21,2025-12-23,1216,Electricity,2
CUSR-102121,2025-11-21,2025-11-25,1126,Electricity,4
CUSR-102122,2026-01-20,2026-01-22,1993,Electricity,2
CUSR-102122,2025-12-21,2025-12-22,1639,Electricity,1
CUSR-102122,2025-11-21,2025-11-22,2231,Electricity,1
CUSR-102123,2026-01-20,2026-01-23,2432,Electricity,3
CUSR-102123,2025-12-21,2025-12-23,845,Electricity,2
CUSR-102123,2025-11-21,2025-11-24,2088,Electricity,3
CUSR-102124,2026-01-20,2026-01-21,1815,Electricity,1
CUSR-102124,2025-12-21,2025-12-23,2881,Electricity,2
CUSR-102124,2025-11-21,2025-11-21,1108,Electricity,0
CUSR-102125,2026-01-20,2026-01-24,2359,Electricity,4
CUSR-102125,2025-12-21,2025-12-24,1771,Electricity,3
CUSR-102125,2025-11-21,2025-11-23,2318,Electricity,2
CUSR-102126,2026-01-20,2026-01-20,2839,Electricity,0
CUSR-102126,2025-12-21,2025-12-25,1588,Electricity,4
CUSR-102126,2025-11-21,2025-11-21,2771,Electricity,0
CUSR-102127,2026-01-20,2026-01-30,2555,Electricity,10
CUSR-102127,2025-12-21,2025-12-27,2246,Electricity,6
CUSR-102127,2025-11-21,2025-12-09,2966,Electricity,18
CUSR-102128,2026-01-20,2026-02-05,1625,Electricity,16
CUSR-102128,2025-12-21,2026-01-06,1545,Electricity,16
CUSR-102128,2025-11-21,2025-12-06,2974,Electricity,15
CUSR-102129,2026-01-20,2026-02-04,2949,Electricity,15
CUSR-102129,2025-12-21,2026-01-02,915,Electricity,12
CUSR-102129,2025-11-21,2025-12-02,2768,Electricity,11
CUSR-102130,2026-01-20,2026-01-25,2932,Electricity,5
CUSR-102130,2025-12-21,2026-01-08,1635,Electricity,18
CUSR-102130,2025-11-21,2025-12-05,2407,Electricity,14
CUSR-102131,2026-01-20,2026-01-21,1255,Electricity,1
CUSR-102131,2025-12-21,2025-12-23,1916,Electricity,2
CUSR-102131,2025-11-21,2025-11-23,1025,Electricity,2
CUSR-102132,2026-01-20,2026-01-23,2247,Electricity,3
CUSR-102132,2025-12-21,2025-12-21,2657,Electricity,0
CUSR-102132,2025-11-21,2025-11-23,2394,Electricity,2
CUSR-102133,2026-01-20,2026-01-22,1126,Electricity,2
CUSR-102133,2025-12-21,2025-12-25,920,Electricity,4
CUSR-102133,2025-11-21,2025-11-25,2907,Electricity,4
CUSR-102134,2026-01-20,2026-01-20,2249,Electricity,0
CUSR-102134,2025-12-21,2025-12-23,2790,Electricity,2
CUSR-102134,2025-11-21,2025-11-24,2180,Electricity,3
CUSR-102135,2026-01-20,2026-01-21,2410,Electricity,1
CUSR-102135,2025-12-21,2025-12-23,2620,Electricity,2
CUSR-102135,2025-11-21,2025-11-23,801,Electricity,2
CUSR-102136,2026-01-20,2026-01-21,1978,Electricity,1
CUSR-102136,2025-12-21,2025-12-24,1777,Electricity,3
CUSR-102136,2025-11-21,2025-11-24,2475,Electricity,3
CUSR-102137,2026-01-20,2026-01-23,2303,Electricity,3
CUSR-102137,2025-12-21,2025-12-22,1574,Electricity,1
CUSR-102137,2025-11-21,2025-11-23,2241,Electricity,2
CUSR-102138,2026-01-20,2026-01-23,1290,Electricity,3
CUSR-102138,2025-12-21,2025-12-22,1182,Electricity,1
CUSR-102138,2025-11-21,2025-11-25,1049,Electricity,4
CUSR-102139,2026-01-20,2026-01-27,2365,Electricity,7
CUSR-102139,2025-12-21,2025-12-30,2303,Electricity,9
CUSR-102139,2025-11-21,2025-12-09,2920,Electricity,18
CUSR-102140,2026-01-20,2026-01-23,1603,Electricity,3
CUSR-102140,2025-12-21,2025-12-23,1448,Electricity,2
CUSR-102140,2025-11-21,2025-11-21,1478,Electricity,0
CUSR-102141,2026-01-20,2026-01-21,1896,Electricity,1
CUSR-102141,2025-12-21,2025-12-22,2906,Electricity,1
CUSR-102141,2025-11-21,2025-11-22,1862,Electricity,1
CUSR-102142,2026-01-20,2026-01-20,2325,Electricity,0
CUSR-102142,2025-12-21,2025-12-21,1707,Electricity,0
CUSR-102142,2025-11-21,2025-11-22,1567,Electricity,1
CUSR-102143,2026-01-20,2026-01-21,2625,Electricity,1
CUSR-102143,2025-12-21,2025-12-24,1018,Electricity,3
CUSR-102143,2025-11-21,2025-11-23,2004,Electricity,2
CUSR-102144,2026-01-20,2026-01-23,2607,Electricity,3
CUSR-102144,2025-12-21,2025-12-25,1591,Electricity,4
CUSR-102144,2025-11-21,2025-11-22,2717,Electricity,1
CUSR-102145,2026-01-20,2026-01-20,826,Electricity,0
CUSR-102145,2025-12-21,2025-12-24,2421,Electricity,3
CUSR-102145,2025-11-21,2025-11-22,2915,Electricity,1
CUSR-102146,2026-01-20,2026-01-20,1197,Electricity,0
CUSR-102146,2025-12-21,2025-12-25,1812,Electricity,4
CUSR-102146,2025-11-21,2025-11-23,1398,Electricity,2
CUSR-102147,2026-01-20,2026-01-24,2159,Electricity,4
CUSR-102147,2025-12-21,2025-12-22,1859,Electricity,1
CUSR-102147,2025-11-21,2025-11-24,1817,Electricity,3
CUSR-102148,2026-01-20,2026-01-21,2389,Electricity,1
CUSR-102148,2025-12-21,2025-12-24,2310,Electricity,3
CUSR-102148,2025-11-21,2025-11-25,1803,Electricity,4
CUSR-102149,2026-01-20,2026-01-24,2766,Electricity,4
CUSR-102149,2025-12-21,2025-12-25,2494,Electricity,4
CUSR-102149,2025-11-21,2025-11-23,1505,Electricity,2
CUSR-102150,2026-01-20,2026-01-23,2224,Electricity,3
CUSR-102150,2025-12-21,2025-12-22,1407,Electricity,1
CUSR-102150,2025-11-21,2025-11-24,2788,Electricity,3
CUSR-102151,2026-01-20,2026-01-21,1385,Electricity,1
CUSR-102151,2025-12-21,2025-12-25,2121,Electricity,4
CUSR-102151,2025-11-21,2025-11-21,1427,Electricity,0
CUSR-102152,2026-01-20,2026-01-22,1905,Electricity,2
CUSR-102152,2025-12-21,2025-12-24,1254,Electricity,3
CUSR-102152,2025-11-21,2025-11-21,2959,Electricity,0
CUSR-102153,2026-01-20,2026-01-30,1022,Electricity,10
CUSR-102153,2025-12-21,2026-01-08,2979,Electricity,18
CUSR-102153,2025-11-21,2025-11-30,2039,Electricity,9
CUSR-102154,2026-01-20,2026-01-21,1195,Electricity,1
CUSR-102154,2025-12-21,2025-12-23,985,Electricity,2
CUSR-102154,2025-11-21,2025-11-24,1722,Electricity,3
CUSR-102155,2026-01-20,2026-01-21,2012,Electricity,1
CUSR-102155,2025-12-21,2025-12-21,2286,Electricity,0
CUSR-102155,2025-11-21,2025-11-25,2077,Electricity,4
CUSR-102156,2026-01-20,2026-01-24,2050,Electricity,4
CUSR-102156,2025-12-21,2025-12-23,2441,Electricity,2
CUSR-102156,2025-11-21,2025-11-25,1071,Electricity,4
CUSR-102157,2026-01-20,2026-01-23,2845,Electricity,3
CUSR-102157,2025-12-21,2025-12-23,1203,Electricity,2
CUSR-102157,2025-11-21,2025-11-23,1690,Electricity,2
CUSR-102158,2026-01-20,2026-01-23,2651,Electricity,3
CUSR-102158,2025-12-21,2025-12-24,1572,Electricity,3
CUSR-102158,2025-11-21,2025-11-21,2428,Electricity,0
CUSR-102159,2026-01-20,2026-01-20,2580,Electricity,0
CUSR-102159,2025-12-21,2025-12-21,1447,Electricity,0
CUSR-102159,2025-11-21,2025-11-22,2667,Electricity,1
CUSR-102160,2026-01-20,2026-01-24,1792,Electricity,4
CUSR-102160,2025-12-21,2025-12-22,1929,Electricity,1
CUSR-102160,2025-11-21,2025-11-23,1818,Electricity,2
CUSR-102161,2026-01-20,2026-01-22,1337,Electricity,2
CUSR-102161,2025-12-21,2025-12-23,2276,Electricity,2
CUSR-102161,2025-11-21,2025-11-23,1539,Electricity,2
CUSR-102162,2026-01-20,2026-01-22,1271,Electricity,2
CUSR-102162,2025-12-21,2025-12-25,1119,Electricity,4
CUSR-102162,2025-11-21,2025-11-24,1393,Electricity,3
CUSR-102163,2026-01-20,2026-01-21,1283,Electricity,1
CUSR-102163,2025-12-21,2025-12-25,1011,Electricity,4
CUSR-102163,2025-11-21,2025-11-21,1259,Electricity,0
CUSR-102164,2026-01-20,2026-01-22,2466,Electricity,2
CUSR-102164,2025-12-21,2025-12-24,805,Electricity,3
CUSR-102164,2025-11-21,2025-11-25,1296,Electricity,4
CUSR-102165,2026-01-20,2026-01-20,2488,Electricity,0
CUSR-102165,2025-12-21,2025-12-23,2509,Electricity,2
CUSR-102165,2025-11-21,2025-11-23,2645,Electricity,2
CUSR-102166,2026-01-20,2026-01-21,2592,Electricity,1
CUSR-102166,2025-12-21,2025-12-23,2765,Electricity,2
CUSR-102166,2025-11-21,2025-11-24,1658,Electricity,3
CUSR-102167,2026-01-20,2026-01-22,1007,Electricity,2
CUSR-102167,2025-12-21,2025-12-22,885,Electricity,1
CUSR-102167,2025-11-21,2025-11-22,1639,Electricity,1
CUSR-102168,2026-01-20,2026-01-24,805,Electricity,4
CUSR-102168,2025-12-21,2025-12-22,1000,Electricity,1
