customer_id,amount,credit_date,delay_days
CUSR-100284,259626.13,2025-11-02,1
CUSR-100284,256343.81,2025-10-02,1
CUSR-100284,260056.41,2025-09-02,1
CUSR-100284,262260.99,2025-08-01,0
CUSR-100284,256328.83,2025-07-14,13
CUSR-100284,253015.48,2025-06-15,14
CUSR-100284,258786.56,2025-05-01,0
CUSR-100284,253480.02,2025-04-03,2
CUSR-100284,254305.81,2025-03-02,1
CUSR-100285,267256.71,2026-02-03,2
CUSR-100285,268041.88,2026-01-03,2
CUSR-100285,268320.06,2025-12-01,0
CUSR-100285,271322.07,2025-11-02,1
CUSR-100285,264943.38,2025-10-15,14
CUSR-100285,272712.99,2025-09-06,5
CUSR-100285,267179.47,2025-08-01,0
CUSR-100285,267694.5,2025-07-03,2
CUSR-100285,267513.02,2025-06-01,0
CUSR-100285,271540.87,2025-05-03,2
CUSR-100285,269881.17,2025-04-01,0
CUSR-100285,266357.74,2025-03-03,2
CUSR-100286,96466.07,2026-02-01,0
CUSR-100286,96086.8,2026-01-03,2
CUSR-100286,94510.45,2025-12-02,1
CUSR-100286,94374.1,2025-11-01,0
CUSR-100286,92943.28,2025-10-01,0
CUSR-100286,95444.7,2025-09-02,1
CUSR-100286,95796.65,2025-08-01,0
CUSR-100286,94089.62,2025-07-01,0
CUSR-100286,93456.66,2025-06-03,2
CUSR-100286,95034.41,2025-05-03,2
CUSR-100286,94648.56,2025-04-07,6
CUSR-100286,96376.5,2025-03-01,0
CUSR-100287,204443.34,2026-02-03,2
CUSR-100287,203778.5,2026-01-02,1
CUSR-100287,205401.11,2025-12-03,2
CUSR-100287,201174.41,2025-11-01,0
CUSR-100287,204145.03,2025-10-01,0
CUSR-100287,199283.64,2025-09-01,0
CUSR-100287,203358.69,2025-08-02,1
CUSR-100287,206145.45,2025-07-02,1
CUSR-100287,202592.03,2025-06-10,9
CUSR-100287,206112.8,2025-05-02,1
CUSR-100287,200353.29,2025-04-01,0
CUSR-100287,201836.75,2025-03-01,0
CUSR-100288,321742.21,2026-02-01,0
CUSR-100288,324030.35,2026-01-01,0
CUSR-100288,331013.62,2025-12-02,1
CUSR-100288,323326.93,2025-11-01,0
CUSR-100288,330492.11,2025-10-03,2
CUSR-100288,333702.05,2025-09-02,1
CUSR-100288,327731.75,2025-08-02,1
CUSR-100288,330173.22,2025-07-01,0
CUSR-100288,325978.59,2025-06-02,1
CUSR-100288,328905.1,2025-05-02,1
CUSR-100288,332178.12,2025-04-03,2
CUSR-100288,322390.21,2025-03-01,0
CUSR-100289,186606.38,2026-02-02,1
CUSR-100289,181698.95,2026-01-01,0
CUSR-100289,183251.34,2025-12-02,1
CUSR-100289,182743.09,2025-11-03,2
CUSR-100289,188374.03,2025-10-03,2
CUSR-100289,187788.6,2025-09-09,8
CUSR-100289,186525.01,2025-08-14,13
CUSR-100289,186234.92,2025-07-08,7
CUSR-100289,183228.41,2025-06-01,0
CUSR-100289,182156.81,2025-05-03,2
CUSR-100289,185665.06,2025-04-02,1
CUSR-100289,185432.74,2025-03-03,2
CUSR-100290,120076.96,2026-02-03,2
CUSR-100290,118676.43,2026-01-03,2
CUSR-100290,122855.62,2025-12-01,0
CUSR-100290,121540.72,2025-11-03,2
CUSR-100290,120426.96,2025-10-01,0
CUSR-100290,119603.06,2025-09-02,1
CUSR-100290,120895.13,2025-08-02,1
CUSR-100290,121726.33,2025-07-02,1
CUSR-100290,120234.11,2025-06-01,0
CUSR-100290,119414.93,2025-05-01,0
CUSR-100290,118973.26,2025-04-02,1
CUSR-100290,121073.68,2025-03-01,0
CUSR-100291,116381.29,2026-02-02,1
CUSR-100291,112482.14,2026-01-03,2
CUSR-100291,112873.15,2025-12-03,2
CUSR-100291,115345.47,2025-11-03,2
CUSR-100291,112671.59,2025-10-02,1
CUSR-100291,113957.58,2025-09-03,2
CUSR-100291,112821.4,2025-08-02,1
CUSR-100291,112412.96,2025-07-02,1
CUSR-100291,115798.93,2025-06-03,2
CUSR-100291,114787.54,2025-05-02,1
CUSR-100291,114078.13,2025-04-03,2
CUSR-100291,112234.84,2025-03-03,2
CUSR-100292,189423.22,2026-02-02,1
CUSR-100292,188041.26,2026-01-02,1
CUSR-100292,192029.83,2025-12-03,2
CUSR-100292,190801.78,2025-11-01,0
CUSR-100292,186910.74,2025-10-01,0
CUSR-100292,187316.3,2025-09-01,0
CUSR-100292,187695.5,2025-08-08,7
CUSR-100292,186181.31,2025-07-01,0
CUSR-100292,189325.77,2025-06-03,2
CUSR-100292,186036.91,2025-05-02,1
CUSR-100292,187998.27,2025-04-01,0
CUSR-100292,188374.25,2025-03-03,2
CUSR-100293,339788.78,2026-02-03,2
CUSR-100293,339000.49,2026-01-01,0
CUSR-100293,331966.72,2025-12-03,2
CUSR-100293,335777.49,2025-11-02,1
CUSR-100293,342088.98,2025-10-02,1
CUSR-100293,343052.12,2025-09-01,0
CUSR-100293,333684.28,2025-08-02,1
CUSR-100293,338202.0,2025-07-01,0
CUSR-100293,335547.16,2025-06-02,1
CUSR-100293,337269.89,2025-05-14,13
CUSR-100293,332704.62,2025-04-03,2
CUSR-100293,343158.61,2025-03-03,2
CUSR-100294,142393.14,2026-02-01,0
CUSR-100294,145553.39,2026-01-02,1
CUSR-100294,142160.35,2025-12-02,1
CUSR-100294,142360.09,2025-11-01,0
CUSR-100294,142338.76,2025-10-03,2
CUSR-100294,140432.41,2025-09-02,1
CUSR-100294,141169.49,2025-08-03,2
CUSR-100294,143213.12,2025-07-02,1
CUSR-100294,140909.71,2025-06-01,0
CUSR-100294,143821.17,2025-05-13,12
CUSR-100294,144527.46,2025-04-03,2
CUSR-100294,140232.73,2025-03-02,1
CUSR-100295,314210.62,2026-02-03,2
CUSR-100295,321282.21,2026-01-02,1
CUSR-100295,317103.34,2025-12-03,2
CUSR-100295,322480.69,2025-11-01,0
CUSR-100295,317306.11,2025-10-02,1
CUSR-100295,319804.61,2025-09-01,0
CUSR-100295,324930.89,2025-08-06,5
CUSR-100295,320505.43,2025-07-01,0
CUSR-100295,321348.22,2025-06-02,1
CUSR-100295,314328.88,2025-05-01,0
CUSR-100295,315025.57,2025-04-02,1
CUSR-100295,319983.17,2025-03-03,2
CUSR-100296,131329.52,2026-02-15,14
CUSR-100296,130455.73,2026-01-03,2
CUSR-100296,128572.05,2025-12-03,2
CUSR-100296,128528.91,2025-11-01,0
CUSR-100296,128850.21,2025-10-02,1
CUSR-100296,131128.38,2025-09-01,0
CUSR-100296,130582.78,2025-08-03,2
CUSR-100296,131292.63,2025-07-01,0
CUSR-100296,127616.99,2025-06-02,1
CUSR-100296,128636.38,2025-05-02,1
CUSR-100296,128578.81,2025-04-03,2
CUSR-100296,128727.68,2025-03-02,1
CUSR-100297,368977.66,2026-02-01,0
CUSR-100297,362349.16,2026-01-03,2
CUSR-100297,367893.83,2025-12-03,2
CUSR-100297,369338.25,2025-11-02,1
CUSR-100297,368386.75,2025-10-03,2
CUSR-100297,366219.32,2025-09-01,0
CUSR-100297,360106.95,2025-08-01,0
CUSR-100297,362710.78,2025-07-03,2
CUSR-100297,370640.69,2025-06-03,2
CUSR-100297,360878.27,2025-05-03,2
CUSR-100297,366155.12,2025-04-10,9
CUSR-100297,363444.06,2025-03-02,1
CUSR-100298,307892.37,2026-02-01,0
CUSR-100298,308943.7,2026-01-14,13
CUSR-100298,300577.64,2025-12-03,2
CUSR-100298,304808.61,2025-11-02,1
CUSR-100298,306660.89,2025-10-01,0
CUSR-100298,306905.78,2025-09-03,2
CUSR-100298,310681.45,2025-08-02,1
CUSR-100298,301917.81,2025-07-03,2
CUSR-100298,305717.13,2025-06-01,0
CUSR-100298,304440.01,2025-05-11,10
CUSR-100298,312188.32,2025-04-01,0
CUSR-100298,311210.2,2025-03-01,0
CUSR-100299,159383.14,2026-02-12,11
CUSR-100299,161048.87,2026-01-02,1
CUSR-100299,163479.8,2025-12-01,0
CUSR-100299,159537.19,2025-11-01,0
CUSR-100299,158956.92,2025-10-03,2
CUSR-100299,158624.65,2025-09-03,2
CUSR-100299,159286.57,2025-08-01,0
CUSR-100299,158704.11,2025-07-02,1
CUSR-100299,159139.77,2025-06-03,2
CUSR-100299,160453.77,2025-05-01,0
CUSR-100299,162807.35,2025-04-03,2
CUSR-100299,159532.98,2025-03-01,0
CUSR-100300,289384.77,2026-02-08,7
CUSR-100300,284675.69,2026-01-01,0
CUSR-100300,293030.83,2025-12-02,1
CUSR-100300,289871.51,2025-11-01,0
CUSR-100300,291324.07,2025-10-03,2
CUSR-100300,286418.86,2025-09-01,0
CUSR-100300,292870.44,2025-08-01,0
CUSR-100300,293559.59,2025-07-03,2
CUSR-100300,294502.78,2025-06-01,0
CUSR-100300,284629.19,2025-05-13,12
CUSR-100300,289526.34,2025-04-01,0
CUSR-100300,285273.11,2025-03-02,1
CUSR-100301,231679.87,2026-02-03,2
CUSR-100301,228034.29,2026-01-01,0
CUSR-100301,230183.84,2025-12-03,2
CUSR-100301,231587.94,2025-11-01,0
CUSR-100301,227041.51,2025-10-01,0
CUSR-100301,231333.22,2025-09-02,1
CUSR-100301,227495.82,2025-08-03,2
CUSR-100301,232266.91,2025-07-02,1
CUSR-100301,226367.52,2025-06-09,8
CUSR-100301,227069.78,2025-05-03,2
CUSR-100301,227110.33,2025-04-02,1
CUSR-100301,226832.13,2025-03-01,0
CUSR-100302,138343.9,2026-02-10,9
CUSR-100302,137907.66,2026-01-03,2
CUSR-100302,139047.07,2025-12-02,1
CUSR-100302,140523.58,2025-11-03,2
CUSR-100302,138181.16,2025-10-01,0
CUSR-100302,141633.29,2025-09-03,2
CUSR-100302,139904.01,2025-08-02,1
CUSR-100302,139666.6,2025-07-03,2
CUSR-100302,141243.31,2025-06-01,0
CUSR-100302,139333.14,2025-05-02,1
CUSR-100302,138406.61,2025-04-02,1
CUSR-100302,142801.21,2025-03-02,1
CUSR-100303,250153.22,2026-02-03,2
CUSR-100303,247887.45,2026-01-03,2
CUSR-100303,248220.05,2025-12-01,0
CUSR-100303,247748.31,2025-11-02,1
CUSR-100303,245289.92,2025-10-03,2
CUSR-100303,253230.62,2025-09-03,2
CUSR-100303,245397.91,2025-08-01,0
CUSR-100303,252301.11,2025-07-03,2
CUSR-100303,244373.3,2025-06-01,0
CUSR-100303,252015.03,2025-05-03,2
CUSR-100303,245303.75,2025-04-02,1
CUSR-100303,248733.44,2025-03-03,2
CUSR-100304,286031.77,2026-02-02,1
CUSR-100304,288634.99,2026-01-02,1
CUSR-100304,294002.51,2025-12-01,0
CUSR-100304,295605.28,2025-11-01,0
CUSR-100304,285431.61,2025-10-01,0
CUSR-100304,291566.96,2025-09-03,2
CUSR-100304,287963.0,2025-08-01,0
CUSR-100304,287261.24,2025-07-02,1
CUSR-100304,285304.13,2025-06-03,2
CUSR-100304,292053.09,2025-05-03,2
CUSR-100304,288975.26,2025-04-03,2
CUSR-100304,290117.61,2025-03-02,1
CUSR-100305,217485.85,2026-02-02,1
CUSR-100305,218832.38,2026-01-01,0
CUSR-100305,218496.88,2025-12-02,1
CUSR-100305,216246.64,2025-11-01,0
CUSR-100305,217018.18,2025-10-01,0
CUSR-100305,215485.47,2025-09-03,2
CUSR-100305,218191.09,2025-08-07,6
CUSR-100305,218130.54,2025-07-01,0
CUSR-100305,217723.14,2025-06-01,0
CUSR-100305,216096.46,2025-05-01,0
CUSR-100305,218676.77,2025-04-03,2
CUSR-100305,214523.07,2025-03-01,0
CUSR-100306,183325.08,2026-02-02,1
CUSR-100306,185725.11,2026-01-03,2
CUSR-100306,187519.07,2025-12-02,1
CUSR-100306,184979.84,2025-11-01,0
CUSR-100306,183642.9,2025-10-01,0
CUSR-100306,185992.69,2025-09-02,1
CUSR-100306,187375.18,2025-08-02,1
CUSR-100306,186833.01,2025-07-03,2
CUSR-100306,185169.59,2025-06-02,1
CUSR-100306,182048.09,2025-05-02,1
CUSR-100306,187497.04,2025-04-02,1
CUSR-100306,184488.67,2025-03-02,1
CUSR-100307,57989.37,2026-02-02,1
CUSR-100307,57225.04,2026-01-10,9
CUSR-100307,57484.7,2025-12-01,0
CUSR-100307,59441.66,2025-11-01,0
CUSR-100307,58603.92,2025-10-02,1
CUSR-100307,59185.82,2025-09-03,2
CUSR-100307,58026.24,2025-08-03,2
CUSR-100307,58770.58,2025-07-03,2
CUSR-100307,58914.1,2025-06-02,1
CUSR-100307,58109.32,2025-05-02,1
CUSR-100307,57921.41,2025-04-03,2
CUSR-100307,57417.94,2025-03-01,0
CUSR-100308,162537.31,2026-02-01,0
CUSR-100308,162902.87,2026-01-03,2
CUSR-100308,166228.75,2025-12-11,10
CUSR-100308,163359.85,2025-11-15,14
CUSR-100308,164247.36,2025-10-02,1
CUSR-100308,163435.93,2025-09-15,14
CUSR-100308,166023.49,2025-08-03,2
CUSR-100308,161267.11,2025-07-01,0
CUSR-100308,164351.45,2025-06-01,0
CUSR-100308,166061.05,2025-05-01,0
CUSR-100308,167715.12,2025-04-01,0
CUSR-100308,161576.43,2025-03-02,1
CUSR-100309,352648.57,2026-02-07,6
CUSR-100309,348488.08,2026-01-01,0
CUSR-100309,355445.47,2025-12-01,0
CUSR-100309,346521.47,2025-11-02,1
CUSR-100309,352225.77,2025-10-03,2
CUSR-100309,355355.16,2025-09-02,1
CUSR-100309,349915.9,2025-08-01,0
CUSR-100309,347015.7,2025-07-15,14
CUSR-100309,355470.55,2025-06-01,0
CUSR-100309,348644.62,2025-05-02,1
CUSR-100309,356654.3,2025-04-03,2
CUSR-100309,349444.4,2025-03-01,0
CUSR-100310,209470.09,2026-02-03,2
CUSR-100310,212184.97,2026-01-02,1
CUSR-100310,205686.38,2025-12-03,2
CUSR-100310,205870.4,2025-11-01,0
CUSR-100310,207774.82,2025-10-01,0
CUSR-100310,204823.27,2025-09-02,1
CUSR-100310,210348.41,2025-08-01,0
CUSR-100310,211735.94,2025-07-01,0
CUSR-100310,208743.33,2025-06-03,2
CUSR-100310,206958.07,2025-05-14,13
CUSR-100310,209426.17,2025-04-02,1
CUSR-100310,210599.24,2025-03-01,0
CUSR-100311,385546.61,2026-02-11,10
CUSR-100311,384926.81,2026-01-01,0
CUSR-100311,379689.72,2025-12-01,0
CUSR-100311,382461.33,2025-11-01,0
CUSR-100311,385804.89,2025-10-03,2
CUSR-100311,384292.87,2025-09-01,0
CUSR-100311,377054.02,2025-08-01,0
CUSR-100311,377829.52,2025-07-01,0
CUSR-100311,380527.88,2025-06-01,0
CUSR-100311,383259.38,2025-05-01,0
CUSR-100311,388209.04,2025-04-02,1
CUSR-100311,386001.88,2025-03-01,0
CUSR-100312,276796.13,2026-02-01,0
CUSR-100312,273305.44,2026-01-03,2
CUSR-100312,280351.2,2025-12-01,0
CUSR-100312,281054.67,2025-11-02,1
CUSR-100312,281305.83,2025-10-01,0
CUSR-100312,280634.6,2025-09-01,0
CUSR-100312,282742.1,2025-08-03,2
CUSR-100312,276706.89,2025-07-01,0
CUSR-100312,275858.7,2025-06-02,1
CUSR-100312,274167.03,2025-05-01,0
CUSR-100312,272153.55,2025-04-03,2
CUSR-100312,282011.2,2025-03-02,1
CUSR-100313,76549.43,2026-02-02,1
CUSR-100313,77152.26,2026-01-07,6
CUSR-100313,77165.04,2025-12-06,5
CUSR-100313,77219.43,2025-11-01,0
CUSR-100313,78131.43,2025-10-02,1
CUSR-100313,75696.9,2025-09-03,2
CUSR-100313,77369.25,2025-08-13,12
CUSR-100313,76481.96,2025-07-02,1
CUSR-100313,75982.54,2025-06-03,2
CUSR-100313,75990.09,2025-05-03,2
CUSR-100313,77187.32,2025-04-02,1
CUSR-100313,77901.73,2025-03-12,11
CUSR-100314,318759.77,2026-02-03,2
CUSR-100314,317387.83,2026-01-12,11
CUSR-100314,310526.94,2025-12-03,2
CUSR-100314,310671.83,2025-11-03,2
CUSR-100314,309563.79,2025-10-03,2
CUSR-100314,309810.33,2025-09-01,0
CUSR-100314,314644.64,2025-08-02,1
CUSR-100314,318589.27,2025-07-01,0
CUSR-100314,318483.97,2025-06-03,2
CUSR-100314,311285.89,2025-05-03,2
CUSR-100314,309913.7,2025-04-03,2
CUSR-100314,319068.48,2025-03-02,1
CUSR-100315,43971.04,2026-02-02,1
CUSR-100315,43037.37,2026-01-02,1
CUSR-100315,43670.34,2025-12-02,1
CUSR-100315,43331.19,2025-11-01,0
CUSR-100315,43924.32,2025-10-03,2
CUSR-100315,42827.02,2025-09-01,0
CUSR-100315,43781.89,2025-08-02,1
CUSR-100315,43331.37,2025-07-03,2
CUSR-100315,44063.48,2025-06-06,5
CUSR-100315,43396.05,2025-05-01,0
CUSR-100315,44174.1,2025-04-08,7
CUSR-100315,43157.12,2025-03-15,14
CUSR-100316,207048.52,2026-02-01,0
CUSR-100316,205849.26,2026-01-06,5
CUSR-100316,204309.35,2025-12-06,5
CUSR-100316,201859.81,2025-11-03,2
CUSR-100316,201069.47,2025-10-01,0
CUSR-100316,206250.07,2025-09-03,2
CUSR-100316,202386.2,2025-08-01,0
CUSR-100316,206559.3,2025-07-02,1
CUSR-100316,204565.32,2025-06-01,0
CUSR-100316,202889.54,2025-05-01,0
CUSR-100316,205295.44,2025-04-11,10
CUSR-100316,203609.16,2025-03-02,1
CUSR-100317,95144.18,2026-02-03,2
CUSR-100317,96995.73,2026-01-02,1
CUSR-100317,94126.35,2025-12-01,0
CUSR-100317,95331.44,2025-11-11,10
CUSR-100317,97059.13,2025-10-03,2
CUSR-100317,97831.43,2025-09-03,2
CUSR-100317,96842.58,2025-08-01,0
CUSR-100317,97305.84,2025-07-03,2
CUSR-100317,95285.58,2025-06-03,2
CUSR-100317,95086.25,2025-05-01,0
CUSR-100317,97588.7,2025-04-02,1
CUSR-100317,96634.83,2025-03-03,2
CUSR-100318,360838.61,2026-02-03,2
CUSR-100318,364897.25,2026-01-07,6
CUSR-100318,361433.12,2025-12-03,2
CUSR-100318,368425.95,2025-11-01,0
CUSR-100318,364430.23,2025-10-02,1
CUSR-100318,361977.1,2025-09-02,1
CUSR-100318,359340.66,2025-08-03,2
CUSR-100318,358644.54,2025-07-02,1
CUSR-100318,361371.03,2025-06-08,7
CUSR-100318,359972.07,2025-05-08,7
CUSR-100318,366057.7,2025-04-03,2
CUSR-100318,359766.02,2025-03-01,0
CUSR-100319,205568.83,2026-02-02,1
CUSR-100319,205474.79,2026-01-02,1
CUSR-100319,206624.91,2025-12-13,12
CUSR-100319,201822.74,2025-11-01,0
CUSR-100319,206910.22,2025-10-01,0
CUSR-100319,203684.3,2025-09-06,5
CUSR-100319,202496.89,2025-08-01,0
CUSR-100319,204137.95,2025-07-02,1
CUSR-100319,206128.24,2025-06-02,1
CUSR-100319,204404.57,2025-05-02,1
CUSR-100319,207516.56,2025-04-01,0
CUSR-100319,207098.64,2025-03-03,2
CUSR-100320,331801.11,2026-02-02,1
CUSR-100320,340226.9,2026-01-03,2
CUSR-100320,339976.41,2025-12-02,1
CUSR-100320,340002.06,2025-11-02,1
CUSR-100320,335474.76,2025-10-03,2
CUSR-100320,330980.81,2025-09-02,1
CUSR-100320,333446.24,2025-08-09,8
CUSR-100320,342612.43,2025-07-03,2
CUSR-100320,337504.78,2025-06-02,1
CUSR-100320,330660.92,2025-05-02,1
CUSR-100320,336475.2,2025-04-01,0
CUSR-100320,340649.06,2025-03-01,0
CUSR-100321,58649.11,2026-02-01,0
CUSR-100321,57994.49,2026-01-09,8
CUSR-100321,58085.54,2025-12-02,1
CUSR-100321,59240.65,2025-11-03,2
CUSR-100321,58961.88,2025-10-03,2
CUSR-100321,57997.98,2025-09-01,0
CUSR-100321,58522.15,2025-08-02,1
CUSR-100321,58344.53,2025-07-01,0
CUSR-100321,58007.43,2025-06-01,0
CUSR-100321,58856.97,2025-05-02,1
CUSR-100321,59056.39,2025-04-01,0
CUSR-100321,58117.83,2025-03-03,2
CUSR-100322,269520.04,2026-02-14,13
CUSR-100322,268643.06,2026-01-02,1
CUSR-100322,269040.46,2025-12-01,0
CUSR-100322,272905.01,2025-11-03,2
CUSR-100322,267306.24,2025-10-02,1
CUSR-100322,265961.64,2025-09-02,1
CUSR-100322,262393.39,2025-08-06,5
CUSR-100322,263555.9,2025-07-01,0
CUSR-100322,272226.81,2025-06-01,0
CUSR-100322,264321.52,2025-05-01,0
CUSR-100322,269114.97,2025-04-02,1
CUSR-100322,271724.89,2025-03-03,2
CUSR-100323,78780.61,2026-02-02,1
CUSR-100323,77991.82,2026-01-02,1
CUSR-100323,76849.5,2025-12-01,0
CUSR-100323,79753.95,2025-11-01,0
CUSR-100323,79092.57,2025-10-01,0
CUSR-100323,77601.87,2025-09-03,2
CUSR-100323,76851.3,2025-08-10,9
CUSR-100323,77015.58,2025-07-03,2
CUSR-100323,77358.2,2025-06-02,1
CUSR-100323,79860.65,2025-05-03,2
CUSR-100323,78831.29,2025-04-01,0
CUSR-100323,78271.41,2025-03-01,0
CUSR-100324,40606.52,2026-02-03,2
CUSR-100324,40280.87,2026-01-02,1
CUSR-100324,41351.67,2025-12-02,1
CUSR-100324,41400.58,2025-11-01,0
CUSR-100324,40609.46,2025-10-03,2
CUSR-100324,41612.18,2025-09-03,2
CUSR-100324,41256.88,2025-08-01,0
CUSR-100324,41710.92,2025-07-01,0
CUSR-100324,41713.32,2025-06-03,2
CUSR-100324,40454.0,2025-05-01,0
CUSR-100324,40859.57,2025-04-03,2
CUSR-100324,40855.99,2025-03-12,11
CUSR-100325,130233.14,2026-02-02,1
CUSR-100325,131144.83,2026-01-01,0
CUSR-100325,130383.42,2025-12-11,10
CUSR-100325,133065.12,2025-11-03,2
CUSR-100325,134166.06,2025-10-14,13
CUSR-100325,133105.43,2025-09-02,1
CUSR-100325,133522.36,2025-08-03,2
CUSR-100325,131457.51,2025-07-02,1
CUSR-100325,130253.84,2025-06-03,2
CUSR-100325,131687.18,2025-05-01,0
CUSR-100325,129120.21,2025-04-02,1
CUSR-100325,132889.25,2025-03-02,1
CUSR-100326,222988.58,2026-02-12,11
CUSR-100326,224314.89,2026-01-01,0
CUSR-100326,224328.04,2025-12-02,1
CUSR-100326,227085.97,2025-11-01,0
CUSR-100326,229442.77,2025-10-03,2
CUSR-100326,227615.13,2025-09-14,13
CUSR-100326,225653.77,2025-08-03,2
CUSR-100326,228962.43,2025-07-01,0
CUSR-100326,229450.06,2025-06-01,0
CUSR-100326,226545.31,2025-05-02,1
CUSR-100326,226445.87,2025-04-03,2
CUSR-100326,224233.16,2025-03-01,0
CUSR-100327,140383.39,2026-02-02,1
CUSR-100327,137489.18,2026-01-01,0
CUSR-100327,140185.81,2025-12-03,2
CUSR-100327,136538.97,2025-11-03,2
CUSR-100327,139036.65,2025-10-01,0
CUSR-100327,137030.71,2025-09-02,1
CUSR-100327,138538.09,2025-08-02,1
CUSR-100327,140913.13,2025-07-02,1
CUSR-100327,136742.45,2025-06-03,2
CUSR-100327,139238.81,2025-05-01,0
CUSR-100327,140501.38,2025-04-01,0
CUSR-100327,136430.85,2025-03-03,2
CUSR-100328,400553.84,2026-02-03,2
CUSR-100328,414004.95,2026-01-02,1
CUSR-100328,403085.14,2025-12-02,1
CUSR-100328,409498.54,2025-11-02,1
CUSR-100328,408521.47,2025-10-02,1
CUSR-100328,403761.62,2025-09-06,5
CUSR-100328,406740.9,2025-08-02,1
CUSR-100328,409337.34,2025-07-02,1
CUSR-100328,415322.97,2025-06-01,0
CUSR-100328,411200.81,2025-05-01,0
CUSR-100328,406726.38,2025-04-02,1
CUSR-100328,401707.24,2025-03-03,2
CUSR-100329,177123.8,2026-02-03,2
CUSR-100329,176326.69,2026-01-01,0
CUSR-100329,180122.42,2025-12-01,0
CUSR-100329,177198.74,2025-11-02,1
CUSR-100329,178020.48,2025-10-02,1
CUSR-100329,183142.4,2025-09-01,0
CUSR-100329,179726.2,2025-08-02,1
CUSR-100329,181911.12,2025-07-01,0
CUSR-100329,178220.32,2025-06-01,0
CUSR-100329,178751.15,2025-05-03,2
CUSR-100329,177088.29,2025-04-02,1
CUSR-100329,181201.03,2025-03-01,0
CUSR-100330,397673.82,2026-02-03,2
CUSR-100330,407177.45,2026-01-01,0
CUSR-100330,398148.92,2025-12-03,2
CUSR-100330,409545.58,2025-11-03,2
CUSR-100330,405195.35,2025-10-03,2
CUSR-100330,406147.37,2025-09-02,1
CUSR-100330,407462.33,2025-08-02,1
CUSR-100330,407566.98,2025-07-09,8
CUSR-100330,401311.45,2025-06-02,1
CUSR-100330,409212.32,2025-05-01,0
CUSR-100330,399927.29,2025-04-01,0
CUSR-100330,400001.05,2025-03-02,1
CUSR-100331,63336.62,2026-02-02,1
CUSR-100331,63176.13,2026-01-02,1
CUSR-100331,64703.06,2025-12-02,1
CUSR-100331,63976.97,2025-11-03,2
CUSR-100331,63883.7,2025-10-01,0
CUSR-100331,63728.95,2025-09-07,6
CUSR-100331,62842.85,2025-08-03,2
CUSR-100331,64467.17,2025-07-03,2
CUSR-100331,64204.26,2025-06-01,0
CUSR-100331,63633.64,2025-05-01,0
CUSR-100331,63370.34,2025-04-02,1
CUSR-100331,64450.02,2025-03-01,0
CUSR-100332,139766.91,2026-02-01,0
CUSR-100332,142633.58,2026-01-03,2
CUSR-100332,141633.87,2025-12-01,0
CUSR-100332,140529.89,2025-11-01,0
CUSR-100332,142459.92,2025-10-03,2
CUSR-100332,140980.25,2025-09-01,0
CUSR-100332,139565.1,2025-08-02,1
CUSR-100332,140285.42,2025-07-03,2
CUSR-100332,142005.6,2025-06-01,0
CUSR-100332,142317.22,2025-05-01,0
CUSR-100332,137565.1,2025-04-03,2
CUSR-100332,140598.27,2025-03-15,14
CUSR-100333,411794.17,2026-02-03,2
CUSR-100333,415552.75,2026-01-02,1
CUSR-100333,405150.31,2025-12-03,2
CUSR-100333,408310.92,2025-11-01,0
CUSR-100333,410340.73,2025-10-03,2
CUSR-100333,402493.15,2025-09-01,0
CUSR-100333,402809.94,2025-08-02,1
CUSR-100333,405922.83,2025-07-01,0
CUSR-100333,406322.43,2025-06-03,2
CUSR-100333,404397.88,2025-05-03,2
CUSR-100333,414994.78,2025-04-02,1
CUSR-100333,403381.47,2025-03-01,0
CUSR-100334,94008.88,2026-02-02,1
CUSR-100334,96863.13,2026-01-01,0
CUSR-100334,95180.27,2025-12-01,0
CUSR-100334,94861.2,2025-11-03,2
CUSR-100334,96984.23,2025-10-01,0
CUSR-100334,95854.48,2025-09-02,1
CUSR-100334,93981.1,2025-08-06,5
CUSR-100334,96411.8,2025-07-03,2
CUSR-100334,96885.52,2025-06-02,1
CUSR-100334,96297.47,2025-05-03,2
CUSR-100334,95879.59,2025-04-03,2
CUSR-100334,95035.98,2025-03-02,1
CUSR-100335,169638.66,2026-02-01,0
CUSR-100335,171394.88,2026-01-01,0
CUSR-100335,169224.09,2025-12-03,2
CUSR-100335,166434.5,2025-11-03,2
CUSR-100335,171998.21,2025-10-02,1
CUSR-100335,167332.27,2025-09-02,1
CUSR-100335,168101.62,2025-08-02,1
CUSR-100335,171718.56,2025-07-07,6
CUSR-100335,169846.75,2025-06-01,0
CUSR-100335,167042.59,2025-05-01,0
CUSR-100335,166510.22,2025-04-02,1
CUSR-100335,172867.43,2025-03-03,2
CUSR-100336,85153.57,2026-02-03,2
CUSR-100336,82154.38,2026-01-03,2
CUSR-100336,85109.76,2025-12-02,1
CUSR-100336,85087.77,2025-11-02,1
CUSR-100336,82445.89,2025-10-01,0
CUSR-100336,83787.6,2025-09-03,2
CUSR-100336,82541.97,2025-08-01,0
CUSR-100336,83649.4,2025-07-01,0
CUSR-100336,83726.25,2025-06-01,0
CUSR-100336,82148.99,2025-05-03,2
CUSR-100336,83126.57,2025-04-03,2
CUSR-100336,83154.38,2025-03-02,1
CUSR-100337,237068.59,2026-02-10,9
CUSR-100337,239685.43,2026-01-03,2
